DATE,OPEN,HIGH,LOW,CLOSE,NO. OF SHARES,NO. OF TRADES
22-11-2021,19400,19500,18850,19005.7,1085,641
18-11-2021,19158,19470.7,19158,19400.2,767,500
17-11-2021,19403.55,19560,19371.2,19462.25,1126,723
16-11-2021,19352.05,19588.75,19331.7,19463.15,998,506
15-11-2021,19210.8,19498.9,19089.05,19425.35,3297,1077
12/11/2021,18817.35,19250,18817.35,19134.6,2551,1325
11/11/2021,18949,18949,18674.05,18880.65,1698,962
10/11/2021,18940.05,19030.75,18803.4,18954.4,808,475
9/11/2021,19070,19070,18800.05,18914.55,1811,1024
8/11/2021,18970,19085.55,18678.05,19050.3,2052,1249
4/11/2021,18914.5,18947.55,18850,18895.95,381,261
3/11/2021,18890,18890,18569,18727.25,1557,760
2/11/2021,18870,19025.8,18708.55,18773.8,1953,1008
1/11/2021,19100,19100,18741.55,18957.25,1325,852
29-10-2021,19089.95,19107.05,18762.8,19002,2057,1352
28-10-2021,19076.9,19100,18861.45,18997.35,767,517
27-10-2021,19218,19415,18911.45,19004.15,1628,840
26-10-2021,18799,19273.8,18637.7,19214.1,2139,1138
25-10-2021,18950,19009.95,18611,18692,3363,1771
22-10-2021,19445,19445,18850,19009.95,2928,1568
21-10-2021,19549,19549,19060.15,19247.15,1369,834
20-10-2021,19499,20200,19054.45,19273.7,42939,5278
19-10-2021,19544.7,19733.5,19285.4,19377.5,2424,1269
18-10-2021,19501.05,19599.95,19211,19427.25,2166,946
14-10-2021,19500,19500,19227.3,19320.15,1134,665
13-10-2021,19480,19480,19220.65,19318.8,8066,1008
12/10/2021,19099,19440.4,18990.5,19414.65,11039,1570
11/10/2021,18999,19197.85,18999,19072.85,34097,1220
8/10/2021,18998,19160.7,18945,18996.05,2721,1433
7/10/2021,19201,19298.5,18998,19049.6,2046,1192
6/10/2021,19399.85,19619.8,19080.15,19171.95,2508,1227
5/10/2021,19661.65,19661.65,19350,19399.85,755,442
4/10/2021,19549.9,19645.1,19398.8,19494.55,1782,899
1/10/2021,19475,19640.45,19244.85,19553.5,1601,892
30-09-2021,19618.9,19618.9,19320.35,19450.75,836,513
29-09-2021,19480,19704.35,19424.15,19472.4,4908,1270
28-09-2021,19697,19714.2,19480,19555,2073,1114
27-09-2021,19850,19899.5,19620,19656.7,3141,1591
24-09-2021,19855,19979.85,19790.8,19892,2694,915
23-09-2021,20128.9,20128.9,19815,19841.7,33471,871
22-09-2021,20153,20153,19850.35,19929.8,5499,1500
21-09-2021,20350,20350,20025,20152,888,512
20-09-2021,20199,20389.9,20110.05,20312.05,2192,1220
17-09-2021,20240,20287.35,20097.8,20179.45,2696,1142
16-09-2021,20259.35,20259.35,19975.85,20043.85,1697,829
15-09-2021,20400,20400,20090,20118.2,1239,793
14-09-2021,20452,20599.95,20178.85,20232.2,1347,629
13-09-2021,20400,20500.25,20243.8,20434.6,1203,496
9/9/2021,19940,20527.1,19850,20439.45,8650,2927
8/9/2021,20370,20517.9,19783.6,19876.65,4485,2205
7/9/2021,20250,20397.3,20217.7,20373.25,1531,740
6/9/2021,20265,20346.85,20169.55,20209.45,1250,595
3/9/2021,20255,20333.3,20102.55,20260.15,1811,1055
2/9/2021,19801.05,20284.75,19774.4,20242.3,3305,1581
1/9/2021,19797.95,19883.45,19581,19832.6,2275,913
31-08-2021,19800,19831,19352.2,19458.1,4899,2254
30-08-2021,20000,20092.4,19701,19763.6,1880,982
27-08-2021,20149.95,20149.95,19915.35,19953.95,832,404
26-08-2021,19999,20112.85,19816.15,20046.8,1740,753
25-08-2021,19810,20333.8,19810,19907.4,4279,1850
24-08-2021,20080,20144.1,19666.5,19785.2,3061,1295
23-08-2021,19700,20083.75,19556,20016.5,4153,2187
20-08-2021,18690,19632.25,18598.75,19552.8,4132,1791
18-08-2021,18730,18958.15,18730,18910,1298,548
17-08-2021,18300,18790,18300,18729.95,3796,1715
16-08-2021,18250,18488,18216.35,18297,1161,594
13-08-2021,18136.55,18280.65,18136.55,18268.3,1408,719
12/8/2021,18138.5,18235.2,18072.8,18136.55,923,433
11/8/2021,18250,18277,18025,18164.15,1190,685
10/8/2021,18311,18360,18088.7,18277.9,1016,496
9/8/2021,18150,18228,18021.9,18196.85,1477,836
6/8/2021,18280,18280,17988,18095.05,2551,739
5/8/2021,18180,18280.1,18000,18214.25,1366,647
4/8/2021,18320,18336.1,18010,18050.8,1965,1011
3/8/2021,17735,18409,17666.45,18287.8,2854,972
2/8/2021,17703.05,17900,17675.05,17709.05,1649,844
30-07-2021,17914,17932.7,17664.9,17702.75,1799,798
29-07-2021,17967,18155.9,17796.25,17909.9,2547,1352
28-07-2021,18338,18338,17900,18012.6,4804,1687
27-07-2021,18000.2,18446.55,17979.25,18238.45,2511,1237
26-07-2021,18000,18173.95,18000,18077.55,1257,646
23-07-2021,17999,18218,17890.9,18122.85,3224,1616
22-07-2021,17895,18026.4,17723.65,17995.2,2935,1094
20-07-2021,17799,17898.45,17710.1,17829.4,1428,641
19-07-2021,17575,17848.6,17575,17749.2,17252,881
16-07-2021,17698,17714.7,17549.65,17650.1,623,216
15-07-2021,17550,17650,17447.7,17618.8,1291,420
14-07-2021,17720,17720,17508.95,17535.55,884,440
13-07-2021,17650,17726.6,17625.2,17673.8,1549,693
12/7/2021,17631,17725,17574,17645.35,16969,989
9/7/2021,17620,17669,17557.75,17640.75,1630,688
8/7/2021,17600,17683.5,17545,17618.8,635,313
7/7/2021,17521.8,17776,17361.95,17714.8,3568,1691
6/7/2021,17601,17606.05,17425,17489.65,1643,685
5/7/2021,17684.95,17706,17531.3,17634.55,1282,704
2/7/2021,17641.6,17641.6,17497,17602.75,798,354
1/7/2021,17765,17765,17574.9,17641.6,1194,607
30-06-2021,17650,17746.15,17575.55,17676.75,1441,520
29-06-2021,17570,17719.95,17501.9,17578.7,3017,1148
28-06-2021,17505,17610.65,17468.55,17508.1,654,319
25-06-2021,17600,17651.3,17440,17501.5,1036,396
24-06-2021,17450,17670.35,17334.35,17596.4,2735,736
23-06-2021,17500,17553,17367.15,17406.05,16777,1027
22-06-2021,17798.95,17798.95,17415,17451.2,2315,970
21-06-2021,17650,17692.9,17513.1,17642.5,3170,1031
18-06-2021,18047.9,18075.8,17600,17678.3,3298,1198
17-06-2021,17972.45,18175,17896.4,18053.5,5327,2252
16-06-2021,17700,18051.95,17599.95,17972.45,4830,1731
15-06-2021,17698,17710,17518.2,17679.5,15162,460
14-06-2021,17495,17626,17410.65,17575.15,2727,1225
11/6/2021,17600,17600.05,17369.1,17543.05,1613,667
10/6/2021,17562,17670,17485.55,17547.1,2369,1195
9/6/2021,17489,17612,17436.05,17562.25,2309,1154
8/6/2021,17535,17616.45,17414.6,17487.65,1347,611
7/6/2021,17450.05,17588.05,17350.15,17532.2,3648,1790
4/6/2021,17640,17683.75,17387.2,17445.15,9003,1699
3/6/2021,17670,17850,17557.45,17795.7,1304,733
2/6/2021,17633.65,17808,17520,17645.85,3155,1547
1/6/2021,17600,17800,17500,17765.5,1969,841
31-05-2021,17510,17740.95,17421,17692.7,1861,842
28-05-2021,17620,17829.2,17475.95,17507.6,2812,1441
27-05-2021,17530,17894,17431.2,17772.55,1471,694
26-05-2021,17525,17590.45,17370.05,17526.8,2091,979
25-05-2021,17510,17750,17450,17529,4951,2275
24-05-2021,17450,17577.6,17310.25,17375.75,2585,975
21-05-2021,17350,17550,17279.25,17491.95,1872,914
20-05-2021,17480,17500,17217.75,17277.1,2147,810
19-05-2021,17200,17467.75,17200,17444.25,2757,955
18-05-2021,17035,17248.6,17035,17173.85,1630,646
17-05-2021,17250,17281.1,17004.05,17037,1725,685
14-05-2021,16750,17250,16714,17217.55,3356,1119
12/5/2021,16939.95,16939.95,16621,16713.75,2318,1013
11/5/2021,16760,16945.55,16707,16870.95,1340,565
10/5/2021,16767,16844.4,16673.6,16763.6,1989,676
7/5/2021,16780,16795,16660.1,16753.55,2470,1036
6/5/2021,16588,16767,16561.2,16727,3968,1352
5/5/2021,16585,16602,16457.8,16550.2,792,359
4/5/2021,16564.8,16627.5,16391.5,16538.1,2003,543
3/5/2021,16352,16570,16267.05,16500.7,3965,1408
30-04-2021,16510,16567.75,16271.45,16311.1,4122,1840
29-04-2021,16697,16709.95,16490,16506.95,2328,976
28-04-2021,16849,16849,16601.35,16622,23031,1484
27-04-2021,16870,16910.05,16755.15,16783.2,1609,435
26-04-2021,16800.05,16887.9,16700,16866.45,1948,549
23-04-2021,16850,16850,16580,16624.45,3178,869
22-04-2021,17199,17199,16552.6,16778.65,11575,2556
20-04-2021,17302.2,17371.5,16885.5,17086.25,3872,1576
19-04-2021,17239.5,17239.5,16952.1,17090.35,1282,538
16-04-2021,17000,17328,16870.2,17238.1,1743,643
15-04-2021,17490,17490,16775,16871.9,2712,1053
13-04-2021,17450.05,17597.2,17040.2,17162.15,1729,704
12/4/2021,17401.3,17620.7,17341.6,17495.7,2886,797
9/4/2021,17554.7,17848,17518.3,17580.6,2037,777
8/4/2021,17421,17750,17322.45,17667.9,21342,2272
7/4/2021,17080,17863.85,17050,17420.65,5029,1650
6/4/2021,16935.5,17111,16820,17078.3,2895,1176
5/4/2021,17125,17149.6,16721.8,16909.2,8833,2384
1/4/2021,17105,17143.05,16968.9,17102.15,3554,1144
31-03-2021,17135,17261.45,16952.8,17170.25,5052,1412
30-03-2021,16570,17218,16570,17114.05,5227,1789
26-03-2021,16398,16600.05,16250.5,16568.3,4096,1393
25-03-2021,16493,16583,16116,16173.85,4206,1515
24-03-2021,16600,16762.45,16409,16452.6,4073,1225
23-03-2021,16599,16747.7,16498.9,16693.6,8275,2124
22-03-2021,16415,16672.65,16350.05,16594.25,2728,888
19-03-2021,16202,16590.1,16075.15,16444.35,6378,2122
18-03-2021,16458,16625,16172.75,16202.7,4961,2102
17-03-2021,16749,16749.35,16350,16458.1,7288,2195
16-03-2021,16850.05,17031,16690,16749.25,3315,1339
15-03-2021,16767,16860,16596,16831.25,4273,1582
12/3/2021,16850,16990,16649.4,16766.2,7614,1760
10/3/2021,16913.35,16999.35,16785.45,16936.7,5417,1608
9/3/2021,16900,16930,16660,16899.35,1759,668
8/3/2021,16780,16888,16631,16851.35,5726,1131
5/3/2021,16405.15,16836.7,16405.15,16774.45,3226,1148
4/3/2021,16790,16790,16450,16649.4,11982,945
3/3/2021,16780,16780,16553.3,16694.85,2047,731
2/3/2021,16399,16631.55,16290.3,16571.95,3793,1347
1/3/2021,16274.95,16360,16090.7,16288.2,4590,1337
26-02-2021,16075,16287.2,16010,16097.7,13733,4290
25-02-2021,16394.7,16394.7,16102,16114.35,18735,3054
24-02-2021,16249,16800,15900,16351.75,18013,3824
23-02-2021,16123,16250,16003,16165.25,6261,1860
22-02-2021,16400,16531.05,16024.6,16099.2,9051,3526
19-02-2021,16395,16477.6,16214.45,16386.1,5777,2431
18-02-2021,17050,17050,16307,16374.15,13711,3533
17-02-2021,16900,16900,16360,16739.9,28701,9264
16-02-2021,17600,17634.6,17141.25,17222.45,7901,2887
15-02-2021,17290,17500,17280,17484.5,1927,693
12/2/2021,17449.85,17500,17241,17286.1,3486,1273
11/2/2021,17167.7,17442,17165.55,17416.65,2025,671
10/2/2021,17396.9,17439.3,17083.8,17167.7,3341,1563
9/2/2021,17340,17510.7,17164.05,17325.8,2714,946
8/2/2021,17199.95,17280,17107.35,17213.55,7122,1725
5/2/2021,17244,17244,17019.95,17123.3,2503,947
4/2/2021,17250,17250,17054.8,17073.2,13193,907
3/2/2021,17247.45,17284,17064.35,17155.4,2270,930
2/2/2021,17211,17328.1,16800,17189.35,3852,1545
1/2/2021,17162.1,17277,16996.45,17096.95,3169,1436
29-01-2021,17500,17500,16961.2,17068.7,2118,893
28-01-2021,17401,17519.95,17205.75,17375.4,12790,1611
27-01-2021,17560,17590,17344.7,17547.65,2114,1217
25-01-2021,17799,17799,17236.75,17443.6,3715,1294
22-01-2021,17999,17999,17300,17580.15,2606,899
21-01-2021,17769,17899.85,17660,17714.5,2197,885
20-01-2021,17815,17938.35,17630.45,17677.75,3080,1327
19-01-2021,17650.05,17802.3,17650.05,17755.55,1645,705
18-01-2021,17801,18075,17567.05,17629.15,6798,2623
15-01-2021,18149,18238.1,17800,17872.25,3233,1400
14-01-2021,18000,18200.65,18000,18128.95,13694,1230
13-01-2021,18005,18268.4,17961.55,18022.75,5524,2221
12/1/2021,18387,18395,17957.8,18003.8,4281,2308
11/1/2021,18418,18538.25,18189,18392.9,2513,792
8/1/2021,18242,18339.95,18002,18295.45,3199,1749
7/1/2021,18611.95,18621.05,18073,18139.75,3028,1266
6/1/2021,18500,18606,18437.8,18510.6,2734,1293
5/1/2021,18356,18615.95,18284.15,18571.6,4363,1691
4/1/2021,18450,18572.4,18324.5,18388.25,2966,1308
1/1/2021,18380,18509.9,18304.15,18451.05,4973,1302
31-12-2020,18050,18450,18050,18392.35,2862,1212
30-12-2020,18457,18460,18240,18398.55,4588,1718
29-12-2020,18666,18669.9,18171.9,18268.5,5093,1905
28-12-2020,18650,18785.95,18523.45,18598.25,3300,1404
24-12-2020,18721,18821.45,18383.8,18577.95,2584,1202
23-12-2020,18505,18817.7,18505,18723.35,3751,1207
22-12-2020,18200,18667.2,18000.5,18586.1,4464,1385
21-12-2020,18363,18524.9,18078,18172.55,4572,1662
18-12-2020,18394,18600,18190,18347.25,3971,1627
17-12-2020,18325,18395.8,18156,18298.15,2620,1031
16-12-2020,18480,18725,18255.15,18321.6,9613,3179
15-12-2020,18500,18552.4,18135.35,18191.75,3241,1319
14-12-2020,18420,18679.2,18303.75,18585.4,8640,2660
11/12/2020,18320,18457.85,18204.25,18403,5095,2058
10/12/2020,17567,18411.4,17567,18363.5,10669,3584
9/12/2020,17510,17661,17491.9,17561.5,1038,525
8/12/2020,17800,17800,17388.3,17517.3,2247,1107
7/12/2020,17730,17899,17455.3,17560.15,3537,1521
4/12/2020,17487,17873.1,17487,17825.9,6800,3595
3/12/2020,17524,17524,17329.5,17498.35,11620,922
2/12/2020,17538.8,17538.8,17150.05,17265.85,4011,1845
1/12/2020,18188,18188,17350,17417.15,4030,1935
27-11-2020,17835,18040,16949.95,17657.6,15247,4181
26-11-2020,17490,17834.95,17280.3,17752.65,4558,2076
25-11-2020,17754,17798.95,17325,17526.1,12566,2505
24-11-2020,17790.25,17950,17615.95,17679.9,6641,2732
23-11-2020,17549.95,17840,17472,17791.35,7314,3366
20-11-2020,17006.55,17500,16933.9,17470,9328,3522
19-11-2020,16865,17199,16801,16933.5,3906,1607
18-11-2020,16949.95,16957.05,16678.05,16865.75,2725,1632
17-11-2020,16900.1,17061,16846.75,16983.2,5504,2592
14-11-2020,16835,16869.9,16750.15,16842.1,1054,466
13-11-2020,16789,16886.95,16641.1,16825.95,14586,1877
12/11/2020,16750,16975.65,16538.85,16729.7,5593,2442
11/11/2020,16750,16807.9,16458.7,16699.45,6821,3164
10/11/2020,17177,17330.05,16580.9,16607.9,8721,3369
9/11/2020,17270,17370,16868.45,17315.2,6841,2889
6/11/2020,17280,17280,16907.8,17008.75,2124,1228
5/11/2020,17000,17400,17000,17218.6,4301,1735
4/11/2020,17100,17200,16852,16995.6,2179,1083
3/11/2020,17200,17277.25,16558.45,16794.6,5607,1654
2/11/2020,17122,17359.45,16934,17110.2,2808,1461
30-10-2020,16925,17350,16920,17162.8,4774,2105
29-10-2020,16620,17210.25,16620,16861.45,5655,2896
28-10-2020,17199.95,17295.4,16937.9,17119.95,17513,3327
27-10-2020,16490,17299,16406.65,17233.25,16615,6973
26-10-2020,16139.6,16375,16053.85,16256.2,10044,3424
23-10-2020,15912,16066.15,15815.35,15863,3205,1461
22-10-2020,16000,16074.1,15773.15,15911.25,4059,1633
21-10-2020,16230,16300,15955.5,16015.7,5070,2568
20-10-2020,16000,16421.6,15880,16252.65,7878,2834
19-10-2020,15588,16160,15435,16089.65,5288,3234
16-10-2020,15699,15807.5,15389.9,15434.2,2391,1298
15-10-2020,15820,15820,15563.65,15592.8,12132,795
14-10-2020,15673,15819.3,15551.65,15669.4,1389,759
13-10-2020,15900,15983.35,15655.15,15671.55,1856,903
12/10/2020,16145,16145,15861.75,15900.6,1953,1069
9/10/2020,16380,16380,15998.05,16045,3016,1483
8/10/2020,16133,16320.2,16072.75,16300.9,1941,869
7/10/2020,15900,16132.5,15876.85,16111.8,2633,1082
6/10/2020,16100,16130,15840,15874.95,2528,1283
5/10/2020,16100,16141.45,15824.95,16039.6,1414,720
1/10/2020,16000,16043.25,15796.35,15998.45,3079,1456
30-09-2020,15690,16022.8,15620,15924.7,14579,2302
29-09-2020,15800,15845,15577.85,15625.4,2820,1455
28-09-2020,16619,16619,15625,15721.35,1398,801
25-09-2020,15300,15828.05,15300,15734.25,12567,2246
24-09-2020,15362.95,15454.65,15180.85,15257.85,2215,1188
23-09-2020,15275,15400,15130,15362.95,5400,2387
22-09-2020,15495,15514.8,15104.25,15203.25,4122,1520
21-09-2020,16100,16100,15156.4,15418.9,10864,5420
18-09-2020,16149.3,16248,15925,16098.9,3117,1710
17-09-2020,16240,16299,16098.55,16121.85,1631,733
16-09-2020,16065.9,16221.2,16065.9,16196.3,3467,1155
15-09-2020,16199.95,16199.95,16000,16038.4,1964,967
14-09-2020,16335,16344.55,16000,16066.35,3341,1337
11/9/2020,16370,16370.15,16195,16324,1706,748
10/9/2020,16313,16440,16234.95,16412.8,3495,1781
9/9/2020,16002,16340,16002,16313.2,5013,2573
8/9/2020,16300,16353.8,16100,16135.45,2331,1105
7/9/2020,16231,16510,15970.5,16402.5,2778,1291
4/9/2020,16279.55,16417,16144.7,16231.45,2367,1065
3/9/2020,16002,16430.5,15923.25,16387.8,8371,4349
2/9/2020,16234,16251.25,15974.05,15994.25,2622,1145
1/9/2020,15951.05,16254.2,15747,16191.1,2620,1412
31-08-2020,16157,16272,15880,15946.1,7892,4208
28-08-2020,16350,16365.7,16090,16104.45,3846,1553
27-08-2020,16190,16320,16095,16111.35,2580,1398
26-08-2020,16285,16348.95,16171,16189.05,6762,3436
25-08-2020,16482.05,16482.05,16266.75,16290.5,4445,2300
24-08-2020,16560,16699,16409.05,16535.5,2098,949
21-08-2020,16235.8,16683.7,16235.8,16556.65,9297,4668
20-08-2020,16348.5,16348.5,16191.1,16217.85,4726,2218
19-08-2020,16675,16675,16321,16348.5,3039,1485
18-08-2020,16430,16617.7,16320.2,16549.45,4345,1992
